CASE_NO,APPLICATION_TYPE,DECISION_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,BASIC_HOURS_PER_WEEK,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_STATE
"A-07085-03673","H-2A","04/10/07 15:04:00","Certified - Full","5/10/2007","1/31/2008","SHAW FARMS","153 GARRETT RD.",,"PLEASUREVILLE","KY","40057","DENISE L. BRASHEARS","FARMWORKER, DIVERSIFIED CROP",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03628","H-2A","04/20/07 15:00:00","Certified - Full","5/20/2007","12/15/2007","BOBBY HILL","1055 PASCHALL ROAD",,"MURRAY","KY","42079",,"FARMWORKER, DIVERSIFIED CROP",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03629","H-2A","04/06/07 14:10:00","Certified - Full","5/6/2007","12/31/2007","DAVID RUSSELL PEPPER","4566 GLENDALE ROAD",,"HODGENVILLE","KY","42748",,"FARMWORKER, DIVERSIFIED CROP",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07101-03815","H-2A","04/11/07 15:19:00","Certified - Full","4/28/2007","2/28/2008","NATHAN LOVELL","1438 ROSEWOOD RD",,"GREENVILLE","KY","42345","ILMC - STAN EURY","FARMWORKER, DIVERSIFIED CROP",1.2000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07101-03815","H-2A","04/11/07 15:19:00","Certified - Full","4/28/2007","2/28/2008","JAMES M. EVERETT","2341 ST. ROUTE 890",,"GREENVILLE","KY","42345",,"FARMWORKER, DIVERSIFIED CROP",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07101-03812","H-2A","04/20/07 16:37:00","Certified - Full","5/20/2007","1/15/2008","COOK FARMS","4609 RAPIDS ROAD",,"FRANKLIN","KY","42134","INTERNATIONAL LABOR MANAGEMENT CORP., INC.","FARMWORKER, DIVERSIFIED CROP",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03628","H-2A","04/20/07 15:00:00","Certified - Full","5/20/2007","12/15/2007","JEFFREY HOWARD","12644 ST. ROUTE 97",,"FARMINGTON","KY","42040","KT LABOR, INC. - TISH SOWARDS","FARMWORKER, DIVERSIFIED CROP",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03628","H-2A","04/20/07 15:00:00","Certified - Full","5/20/2007","12/15/2007","KELVIN HOWARD","12858 ST. RT. 97",,"FARMINGTON","KY","42040",,"FARMWORKER, DIVERSIFIED CROP",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03640","H-2A","04/18/07 15:16:00","Certified - Full","5/10/2007","2/10/2008","GARY GREER","PO BOX 189",,"EUBANK","KY","42567","VICKI BLACK","FARMWORKER, DIVERSIFIED CROP",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07101-03817","H-2A","04/16/07 16:34:00","Certified - Full","4/28/2007","12/15/2007","CLUBB FARMS","1543 POINT PLEASANT",,"EMINENCE","KY","40019","ILMC - STAN EURY","FARMWORKER, DIVERSIFIED CROP",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03629","H-2A","04/06/07 14:10:00","Certified - Full","5/6/2007","12/31/2007","RAY MACKEY","3884 ROUNDTOP ROAD",,"ELIZABETHTOWN","KY","42701","ILMC - STAN EURY","FARMWORKER, DIVERSIFIED CROP",1.6000000000000000e+01,1.6000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07089-03715","H-2A","04/12/07 16:46:00","Certified - Full","5/14/2007","10/15/2007","CASWELL FARMS LTD","2745 LOWER JACKSTOWN ROAD",,"CARLISLE","KY","40311","ILMC - STAN EURY","FARMWORKER, DIVERSIFIED CROP",9.0000000000000000e+00,9.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07094-03749","H-2A","04/20/07 15:05:00","Certified - Full","5/21/2007","2/15/2008","COOTS FARM #2","395 SNARDON MILL ROAD",,"ALLENSVILLE","KY","42204","INTERNATIONAL LABOR MANAGEMENT CORPORATION (ILMC)","FARMWORKER, DIVERSIFIED CROP",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07054-03316","H-2A","04/13/07 13:51:00","Certified - Full","5/15/2007","10/20/2007","JACKIE CARSON FARMS","1500 KIRKSEY-ALMO ROAD",,"MURRAY","KY","42071","MELISSA A. GREEN","FARMWORKER DIVERSIFIED CROPS II",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07054-03316","H-2A","04/13/07 13:51:00","Certified - Full","5/15/2007","10/20/2007","EDDIE CHAPMAN","1103 PALMER RD",,"MURRAY","KY","42071",,"FARMWORKER DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03636","H-2A","04/10/07 16:32:00","Certified - Full","5/10/2007","1/31/2008","JOHNNY SMITH","3290 GREENUP RD",,"OWENTON","KY","40359","MAYRA DIAZ BALLARD","FARM WORKER; FIELD CROP II",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03548","H-2A","04/03/07 15:01:00","Certified - Full","5/1/2007","2/29/2008","CHAD WILSON","7192 S.R. 307 NORTH",,"FANCY FARM","KY","42039","MAYRA DIAZ BALLARD","FARM WORKER; FIELD CROP II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07075-03582","H-2A","04/04/07 09:04:00","Certified - Full","5/1/2007","12/10/2007","MICHAEL W. FRANCIES","273 M. HALL ROAD",,"ELKTON","KY","42220","SEASONAL HANDS, LLC.","FARM WORKER; FIELD CROP II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07068-03493","H-2A","04/11/07 08:56:00","Certified - Full","4/29/2007","12/31/2007","GLEN DALE MORGAN","766 STATE ROUTE 1763",,"WINGO","KY","42088",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03743","H-2A","04/10/07 17:23:00","Certified - Full","5/10/2007","1/31/2008","WM A. THOMSON","1809 MT. VERNON PIKE",,"CYNTHIANA","KY","41031","DONNA GRAVES, AGRICULTURE WORKFORCE MANAGEMENT, LLC","FARMER WORKER/FIELD CROP",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07065-03451","H-2A","04/03/07 12:52:00","Certified - Partial","5/3/2007","12/31/2007","JOHN WILSON","1286 WILSON HILL RD",,"FANCY FARM","KY","42039","JILL TUBBS / AGRICULTURE EMPLOYER ASSISTANCE","FARM WORKER; FIELD CROP II",9.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07087-03690","H-2A","04/18/07 10:31:00","Certified - Full","5/12/2007","12/20/2007","BSBP FARMS","ROUTE 1, BOX 199",,"WEBBVILLE","KY","41180","ALS, INC.","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07059-03354","H-2A","04/05/07 14:13:00","Denied","5/1/2007","12/15/2007","CUZICK FARMS","9315 CAMP ERNST ROAD",,"UNION","KY","41091","KAREN SCHINDLER","FARM WORKER; DIVERSIFIED CROPS II",5.0000000000000000e+00,,4.0000000000000000e+01,8.2400,"hr","KY"
"A-07082-03651","H-2A","04/10/07 14:24:00","Certified - Full","5/7/2007","12/20/2007","BOB SHOLAR","2265 MORTON LANE",,"TRENTON","KY","42286",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07082-03651","H-2A","04/10/07 14:24:00","Certified - Full","5/7/2007","12/20/2007","PAT SHOLAR","2700 MORTON LANE",,"TRENTON","KY","42286",,"FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03630","H-2A","04/12/07 10:31:00","Certified - Full","5/6/2007","12/15/2007","MCINTYRE FARM","2266 BLANDFORD ROAD",,"SPRINGFIELD","KY","40069",,"FARM WORKER; DIVERSIFIED CROPS II",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07096-03777","H-2A","04/26/07 11:39:00","Certified - Full","5/25/2007","12/20/2007","ANTHONY CRABB FARMS","4505 LAKE JERICHO ROAD",,"SMITHFIELD","KY","40068","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07082-03651","H-2A","04/10/07 14:24:00","Certified - Full","5/7/2007","12/20/2007","REX & JULIAN JOHNSON","5720 COAL BANK RD.",,"SHARON GROVE","KY","42280",,"FARM WORKER; DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07094-03760","H-2A","04/20/07 09:36:00","Certified - Full","5/20/2007","12/20/2007","DAN BOYD","445 SWAN ROAD",,"SEDALLA","KY","42079",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07094-03760","H-2A","04/20/07 09:36:00","Certified - Full","5/20/2007","12/20/2007","DOROTHY WARREN","109 SHRADER ROAD",,"SEDALIA","KY","42079","MAYRA DIAZ BALLARD","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07075-03583","H-2A","04/04/07 09:41:00","Certified - Full","5/1/2007","1/10/2008","JIMMY PARM / PARM FARMS","770 HWY 1485",,"SEDALIA","KY","42079","SEASONAL HANDS, LLC.","FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07088-03703","H-2A","04/13/07 15:25:00","Certified - Full","5/15/2007","12/1/2007","RONNIE MILLER","2134 SCOTT ROAD",,"SEDALIA","KY","42079",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07088-03710","H-2A","04/20/07 18:50:00","Certified - Full","5/26/2007","12/15/2007","ANDREW LESTER","2924 HWY 1272",,"PRINCETON","KY","42445","DENISE L. BRASHEARS","FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07080-03616","H-2A","04/11/07 08:25:00","Certified - Full","5/5/2007","1/31/2008","PHILLIP HORNING  /  HORNING FARMS","11123 HWY 293 NORTH",,"PRINCETON","KY","42445","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.3000000000000000e+01,1.3000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07080-03616","H-2A","04/11/07 08:25:00","Certified - Full","5/5/2007","1/31/2008","GARTH HOOKS / H& H FARM","350 HOOKS ROAD",,"PRINCETON","KY","42445",,"FARM WORKER; DIVERSIFIED CROPS II",7.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07058-03346","H-2A","04/11/07 08:07:00","Certified - Full","4/25/2007","1/1/2008","GUINN FARMS / WESLEY GUINN","3105 STOKES ROAD",,"PEMBROKE","KY","42266","KT LABOR, INC.","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07066-03462","H-2A","04/05/07 15:42:00","Certified - Full","4/21/2007","12/31/2007","JOE FISCHER  /  FROG FARMS","3721 FISCHER ROAD",,"OWNESBORO","KY","42301","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",2.4000000000000000e+01,2.4000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07066-03462","H-2A","04/05/07 15:42:00","Certified - Full","4/21/2007","12/31/2007","KEITH RINEY/FROG FARMS","9200 HWY 56",,"OWENSBORO","KY","42301",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07066-03462","H-2A","04/05/07 15:42:00","Certified - Full","4/21/2007","12/31/2007","JIMMY GILLES/HILL VIEW FARMS","5160 LEE RUDY ROAD",,"OWENSBORO","KY","42301",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07066-03468","H-2A","04/04/07 14:40:00","Certified - Full","4/21/2007","1/31/2008","CLAYTON AG SERVICES, LLC","2446 FERGUSON ROAD",,"OLMSTEAD","KY","42265","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03550","H-2A","04/02/07 13:26:00","Certified - Full","4/28/2007","1/15/2008","ROGER GALLIMORE","2124 BUTTERWORTH ROAD",,"MURRAY","KY","42071","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03734","H-2A","04/26/07 13:59:00","Certified - Full","5/25/2007","12/31/2007","ANITA & LUCAS MCCALLON","1776 CHEROKEE TRAIL",,"MURRAY","KY","42071","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",1.3000000000000000e+01,1.3000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03550","H-2A","04/02/07 13:26:00","Certified - Full","4/28/2007","1/15/2008","GERALD GALLIMORE","444 BUTTERWORTH ROAD",,"MURRAY","KY","42071",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03550","H-2A","04/02/07 13:26:00","Certified - Full","4/28/2007","1/15/2008","TERRY DALE WYATT","5265 ST RT 121 NORTH",,"MURRAY","KY","42071",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07096-03775","H-2A","04/26/07 11:51:00","Certified - Full","5/25/2007","12/31/2007","DANNY ADAMS","1768 MITCHELL STORY ROAD",,"MURRAY","KY","42071",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07068-03493","H-2A","04/11/07 08:56:00","Certified - Full","4/29/2007","12/31/2007","MITCHELL GUTHRIE","5992 STATE ROUTE 339 SOUTH",,"MAYFIELD","KY","42066","JILL TUBBS / AGRICULTURE EMPLOYER ASSISTANCE","FARM WORKER; DIVERSIFIED CROPS II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07065-03449","H-2A","04/11/07 09:32:00","Certified - Full","4/29/2007","12/31/2007","SCOTT GREEN","202 MCNUTT ROAD",,"MAYFIELD","KY","42066","JILL TUBBS / AGRICULTURE EMPLOYER ASSISTANCE","FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07088-03703","H-2A","04/13/07 15:25:00","Certified - Full","5/15/2007","12/1/2007","MILLER FARMS/RANDALL MILLER","362 R & J LANE",,"MAYFIELD","KY","42066","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03635","H-2A","04/10/07 16:36:00","Certified - Full","5/10/2007","2/28/2008","FISHER FARMS","4296 RIVER ROAD","HWY 389","LOCKPORT","KY","40036","ALS, INC.","FARM WORKER; DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03670","H-2A","04/20/07 11:37:00","Certified - Full","5/10/2007","1/10/2008","J. STEPHEN EMMICK FARMS","8500 RIVER RD",,"LEWISPORT","KY","42351","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03630","H-2A","04/12/07 10:31:00","Certified - Full","5/6/2007","12/15/2007","BUCKMAN BROS. FARMS","805 WARDS BRANCH ROAD",,"LEBANON","KY","40033","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.1000000000000000e+01,1.1000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07068-03502","H-2A","04/11/07 09:14:00","Certified - Full","5/5/2007","1/10/2008","MIKE MAUPIN","3300 HWY 289",,"LEBANON","KY","40033","KT LABOR, INC., TISH SOWARDS","FARM WORKER; DIVERSIFIED CROPS II",7.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07068-03502","H-2A","04/11/07 09:14:00","Certified - Full","5/5/2007","1/10/2008","BUD BLAIR","2571 SIMMSTOWN ROAD",,"LEBANON","KY","40033",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03669","H-2A","04/12/07 13:35:00","Certified - Full","5/10/2007","12/31/2007","WILLIAMS & WILLIAMS","424 WILLIAMS LANE",,"LACENTER","KY","42056","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07075-03586","H-2A","04/03/07 09:40:00","Certified - Full","5/1/2007","12/31/2007","LARRY TUCKER","691 HEDLEY TRAIL",,"KIRKSEY","KY","42054","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",7.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03736","H-2A","04/20/07 16:27:00","Certified - Full","5/20/2007","12/15/2007","CHARLES PALMER","423 OLD HICKORY ROAD",,"KIRKSEY","KY","42054",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03671","H-2A","04/12/07 10:22:00","Certified - Full","5/10/2007","2/28/2008","WWLE FARMS/WEBSTER","5025 OLD MADISONVILLE ROAD",,"HOPKINSVILLE","KY","42240","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.6000000000000000e+01,1.6000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03546","H-2A","04/02/07 14:27:00","Certified - Full","5/1/2007","12/31/2007","SELDON DIXON, JR.","5590 PEMBROKE RD",,"HOPKINSVILLE","KY","42240","MAYRA DIAZ BALLARD","FARM WORKER; DIVERSIFIED CROPS II",1.6000000000000000e+01,1.6000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03671","H-2A","04/12/07 10:22:00","Certified - Full","5/10/2007","2/28/2008","WWLE FARMS/WILLIAMSON","210 W. 14TH STREET",,"HOPKINSVILLE","KY","42240",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07096-03775","H-2A","04/26/07 11:51:00","Certified - Full","5/25/2007","12/31/2007","TERRY ORR","5023 HWY 641 S.",,"HAZEL","KY","42049","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03734","H-2A","04/26/07 13:59:00","Certified - Full","5/25/2007","12/31/2007","TERRY LASSITER","53 ENOCH DRIVE",,"HAZEL","KY","42049",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03547","H-2A","04/02/07 14:24:00","Certified - Full","5/1/2007","12/31/2007","EUGENE WRIGHT & SONS","7395 OLD EDWARDS MILL RD",,"HOPKINSVILLE","KY","42240","MAYRA DIAZ BALLARD","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07075-03591","H-2A","04/13/07 10:41:00","Certified - Full","5/9/2007","11/15/2007","JOHN S. YOUNG  /  YOUNG FARMS","1110 OLD LAFAYETTE ROAD",,"HERNDON","KY","42236","STANLEY L. SMITH","FARM WORKER; DIVERSIFIED CROPS II",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03734","H-2A","04/26/07 13:59:00","Certified - Full","5/25/2007","12/31/2007","DAVID GRAYSON","3696 MITCHELL STORY ROAD",,"HAZEL","KY","42049",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07093-03734","H-2A","04/26/07 13:59:00","Certified - Full","5/25/2007","12/31/2007","JAMES DEREK CHANDLER","131 PLOW SHARE ROAD",,"HAZEL","KY","42049",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03634","H-2A","04/12/07 16:39:00","Certified - Full","5/12/2007","11/30/2007","BOB QUARLES","4992 GEORGETOWN ROAD",,"FRANKFORT","KY","40601","ALS, INC.","FARM WORKER; DIVERSIFIED CROPS II",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07081-03631","H-2A","04/12/07 15:25:00","Certified - Full","5/10/2007","1/15/2008","JOE DIEL","1795 BEECH GROVE ROAD",,"FARMINGTON","KY","42040","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",1.2000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07073-03550","H-2A","04/02/07 13:26:00","Certified - Full","4/28/2007","1/15/2008","STEVE CROUCH","5743 STATE ROUTE 1124",,"FARMINGTON","KY","42040",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03672","H-2A","04/20/07 12:00:00","Certified - Full","5/10/2007","12/15/2007","ALLAN BRYANT","1429 HILLSPRING ROAD",,"EMINENCE","KY","40019","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03672","H-2A","04/20/07 12:00:00","Certified - Full","5/10/2007","12/15/2007","RALPH L BRYANT","3686 EMINENCE ROAD",,"EMINENCE","KY","40019",,"FARM WORKER; DIVERSIFIED CROPS II",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07095-03762","H-2A","04/20/07 16:06:00","Certified - Full","5/20/2007","12/20/2007","LARRY SHEMWELL","6229 HIGHLAND LICK RD.",,"ELKTON","KY","42220","MELISSA A. GREEN","FARM WORKER; DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07082-03651","H-2A","04/10/07 14:24:00","Certified - Full","5/7/2007","12/20/2007","DARYL TEMPLEMAN","520 PLEASANT HILL CHURCH ROAD",,"ELKTON","KY","42220",,"FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07088-03711","H-2A","04/20/07 18:53:00","Certified - Full","5/23/2007","1/31/2008","ROD MURPHY FARMS / ROD MURPHY","142 ST. RTE. 778",,"EDDYVILLE","KY","42038","DENISE L. BRASHEARS","FARM WORKER; DIVERSIFIED CROPS II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07088-03709","H-2A","04/24/07 09:43:00","Certified - Full","5/23/2007","12/31/2007","BIRDSONG FARMS / BOBBY GENE BIRDSONG","1308 ST. RTE. 778",,"EDDYVILLE","KY","42038","DENISE L. BRASHEARS","FARM WORKER; DIVERSIFIED CROPS II",9.0000000000000000e+00,9.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07087-03700","H-2A","04/13/07 16:12:00","Certified - Full","5/15/2007","12/1/2007","TROY LAWRENCE","1290 DRY RIDGE MT ZION ROAD",,"DRY RIDGE","KY","41035","RAY WILCOXSON","FARM WORKER; DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07075-03581","H-2A","04/02/07 15:09:00","Certified - Full","5/1/2007","2/29/2008","JESS H. BURRIER D/B/A LAKE FARM","271 CRESTVIEW LANE",,"CYNTHIANA","KY","41031","SEASONAL HANDS, LLC.","FARM WORKER; DIVERSIFIED CROPS II",2.4000000000000000e+01,2.4000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07085-03668","H-2A","04/12/07 11:52:00","Certified - Full","5/10/2007","1/15/2008","TOON FARMS","811 STATE ROUTE 1820",,"CUNNINGHAM","KY","42035","ILMC - STAN EURY","FARM WORKER; DIVERSIFIED CROPS II",1.4000000000000000e+01,1.4000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
"A-07066-03462","H-2A","04/05/07 15:42:00","Certified - Full","4/21/2007","12/31/2007","MARK ROBERTSON / ROBERTSON FARMS # 1","205 MT. LIBERTY CHURCH ROAD",,"CALHOUN","KY","42327",,"FARM WORKER; DIVERSIFIED CROPS II",1.2000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+01,8.6500,"hr","KY"
